"측정일시","측정소명","이산화질소농도(ppm)","오존농도(ppm)","일산화탄소농도(ppm)","아황산가스(ppm)","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)"
"20171009","강남구","0.024","0.02","0.4","0.007","28","22"
"20171009","한강대로","0.037","0.019","0.5","0.006","32","16"
"20171009","중구","0.031","0.025","0.5","0.005","25","18"
"20171009","마포구","0.021","0.031","0.4","0.006","22","19"
"20171009","광진구","0.041","0.026","0.8","0.006","25","19"
"20171009","강동구","0.03","0.016","0.5","0.005","29","16"
"20171009","강남대로","0.047","0.012","0.7","0.005","30","17"
"20171009","강서구","0.028","0.021","0.4","0.007","37","19"
"20171009","서대문구","0.025","0.022","0.4","0.006","23","19"
"20171009","도봉구","0.029","0.017","0.5","0.004","26","18"
"20171009","구로구","0.016","0.023","0.4","0.009","23","17"
"20171009","용산구","0.025","0.02","0.3","0.005","21","16"
"20171009","동작대로","0.045","0.012","0.6","0.005","25","18"
"20171009","도산대로","0.034","0.019","1","0.008","31","20"
"20171009","천호대로","0.037","0.012","0.6","0.005","35","20"
"20171009","송파구","0.028","0.017","0.6","0.004","24","17"
"20171009","성북구","0.031","0.019","0.6","0.005","29","20"
"20171009","청계천로","0.036","0.018","0.5","0.007","30","20"
"20171009","영등포로","0.043","0.016","0.4","0.007","36","17"
"20171009","동작구","0.025","0.025","0.4","0.005","27","17"
"20171009","양천구","0.026","0.024","0.4","0.004","26","21"
"20171009","종로구","0.031","0.024","0.5","0.005","22","17"
"20171009","성동구","0.025","0.016","0.6","0.005","29","16"
"20171009","관악구","0.016","0.025","0.4","0.008","26","14"
"20171009","서초구","0.023","0.023","0.5","0.007","23","16"
"20171009","강변북로","0.047","0.009","0.6","0.006","32","18"
"20171009","금천구","0.028","0.025","0.4","0.004","19","18"
"20171009","홍릉로","0.041","0.016","0.5","0.006","33","22"
"20171009","강북구","0.025","0.017","0.4","0.004","23","18"
"20171009","노원구","0.032","0.017","0.5","0.004","31","21"
"20171009","영등포구","0.02","0.036","0.6","0.005","26","14"
"20171009","은평구","0.03","0.022","0.8","0.007","25","19"
"20171009","동대문구","0.025","0.016","0.4","0.006","23","16"
"20171009","중랑구","0.03","0.015","0.5","0.008","23","16"
"20171009","종로","0.037","0.017","0.5","0.005","29","19"
"20171009","신촌로","0.045","0.016","0.9","0.007","32","18"
"20171009","공항대로","0.037","0.015","0.4","0.006","42","27"
"20171009","정릉로","0.038","0.013","0.6","0.007","34","24"
"20171009","화랑로","0.034","0.009","0.6","0.004","32","17"
"20171008","서초구","0.021","0.023","0.5","0.006","18","12"
"20171008","강북구","0.017","0.031","0.3","0.003","12","9"
"20171008","동작대로","0.045","0.014","0.6","0.004","21","14"
"20171008","천호대로","0.032","0.016","0.5","0.004","32","15"
"20171008","도봉구","0.02","0.025","0.4","0.005","16","12"
"20171008","한강대로","0.037","0.017","0.5","0.005","28","14"
"20171008","노원구","0.023","0.025","0.4","0.003","20","13"
"20171008","마포구","0.023","0.028","0.5","0.004","17","15"
"20171008","정릉로","0.028","0.016","0.6","0.006","24","17"
"20171008","관악구","0.019","0.022","0.4","0.006","20","13"
"20171008","종로","0.03","0.02","0.4","0.004","22","14"
"20171008","중랑구","0.019","0.023","0.4","0.006","15","11"
"20171008","성동구","0.021","0.017","0.5","0.004","22","13"
"20171008","동대문구","0.023","0.016","0.4","0.005","19","13"
"20171008","강남대로","0.048","0.013","0.6","0.004","22","13"
"20171008","용산구","0.023","0.021","0.3","0.003","16","14"
"20171008","강서구","0.027","0.022","0.4","0.006","19","14"
"20171008","양천구","0.028","0.023","0.4","0.004","20","16"
"20171008","중구","0.029","0.024","0.5","0.004","19","13"
"20171008","서대문구","0.023","0.027","0.5","0.005","18","14"
"20171008","신촌로","0.047","0.013","0.9","0.004","29","17"
"20171008","성북구","0.025","0.02","0.5","0.003","20","14"
"20171008","은평구","0.024","0.031","0.7","0.006","15","13"
"20171008","강변북로","0.04","0.012","0.5","0.004","23","12"
"20171008","강남구","0.022","0.02","0.4","0.005","16","12"
"20171008","화랑로","0.03","0.015","0.5","0.003","22","12"
"20171008","영등포구","0.025","0.03","0.7","0.005","25","13"
"20171008","동작구","0.021","0.027","0.4","0.004","21","13"
"20171008","광진구","0.029","0.032","0.7","0.005","15","12"
"20171008","도산대로","0.031","0.021","1","0.005","25","10"
"20171008","공항대로","0.034","0.02","0.4","0.005","31","19"
"20171008","금천구","0.025","0.027","0.4","0.004","15","13"
"20171008","구로구","0.019","0.02","0.5","0.007","21","15"
"20171008","청계천로","0.031","0.02","0.4","0.005","23","14"
"20171008","송파구","0.02","0.023","0.5","0.004","18","12"
"20171008","강동구","0.025","0.021","0.5","0.004","21","12"
"20171008","홍릉로","0.035","0.018","0.4","0.005","24","19"
"20171008","종로구","0.027","0.025","0.5","0.004","17","13"
"20171008","영등포로","0.046","0.013","0.4","0.006","30","14"
"20171007","정릉로","0.021","0.018","0.5","0.005","13","9"
"20171007","은평구","0.02","0.025","0.6","0.005","8","6"
"20171007","관악구","0.018","0.018","0.4","0.005","13","7"
"20171007","천호대로","0.028","0.013","0.4","0.003","21","9"
"20171007","종로구","0.02","0.025","0.4","0.002","8","5"
"20171007","홍릉로","0.029","0.016","0.3","0.004","14","7"
"20171007","중구","0.026","0.022","0.4","0.002","9","5"
"20171007","노원구","0.017","0.022","0.3","0.003","10","5"
"20171007","서대문구","0.02","0.025","0.4","0.004","9","7"
"20171007","도봉구","0.015","0.023","0.4","0.004","6","5"
"20171007","강동구","0.017","0.02","0.4","0.003","9","5"
"20171007","화랑로","0.028","0.011","0.5","0.003","11","6"
"20171007","구로구","0.018","0.017","0.4","0.005","10","7"
"20171007","신촌로","0.035","0.017","0.7","0.004","15","9"
"20171007","금천구","0.025","0.02","0.4","0.002","8","6"
"20171007","성북구","0.021","0.018","0.4","0.002","9","6"
"20171007","동작구","0.022","0.021","0.3","0.002","11","5"
"20171007","강변북로","0.035","0.011","0.4","0.003","13","6"
"20171007","영등포로","0.034","0.015","0.3","0.005","16","8"
"20171007","송파구","0.015","0.021","0.3","0.004","9","5"
"20171007","공항대로","0.029","0.018","0.3","0.004","20","9"
"20171007","성동구","0.017","0.016","0.4","0.003","12","6"
"20171007","강남구","0.02","0.018","0.3","0.004","7","5"
"20171007","도산대로","0.03","0.018","1","0.004","15","6"
"20171007","동작대로","0.043","0.012","0.6","0.003","14","8"
"20171007","청계천로","0.027","0.017","0.4","0.004","13","6"
"20171007","마포구","0.017","0.027","0.4","0.003","7","8"
"20171007","용산구","0.018","0.018","0.3","0.002","8","7"
"20171007","한강대로","0.029","0.019","0.4","0.003","18","7"
"20171007","강서구","0.022","0.02","0.3","0.005","13","7"
"20171007","양천구","0.024","0.021","0.4","0.002","9","6"
"20171007","중랑구","0.014","0.021","0.3","0.005","6","4"
"20171007","동대문구","0.019","0.014","0.3","0.004","10","6"
"20171007","강남대로","0.047","0.011","0.5","0.003","13","6"
"20171007","서초구","0.02","0.02","0.4","0.005","9","5"
"20171007","광진구","0.022","0.031","0.5","0.003","6","4"
"20171007","종로","0.032","0.016","0.4","0.003","11","7"
"20171007","영등포구","0.021","0.027","0.6","0.004","14","7"
"20171007","강북구","0.013","0.017","0.2","0.002","5","3"
"20171006","성동구","0.009","0.023","0.4","0.003","13","5"
"20171006","구로구","0.01","0.02","0.3","0.005","11","7"
"20171006","관악구","0.011","0.019","0.3","0.005","13","6"
"20171006","청계천로","0.016","0.022","0.3","0.004","16","6"
"20171006","도봉구","0.013","0.024","0.4","0.004","13","7"
"20171006","종로구","0.013","0.026","0.3","0.002","10","7"
"20171006","서대문구","0.018","0.027","0.4","0.004","11","7"
"20171006","강북구","0.013","0.018","0.2","0.002","8","5"
"20171006","강남구","0.013","0.02","0.3","0.004","10","5"
"20171006","천호대로","0.021","0.017","0.4","0.003","16","11"
"20171006","마포구","0.009","0.03","0.3","0.003","8","9"
"20171006","동대문구","0.014","0.016","0.3","0.004","12","6"
"20171006","영등포구","0.013","0.032","0.5","0.004","13","6"
"20171006","중구","0.019","0.022","0.3","0.002","12","7"
"20171006","용산구","0.011","0.025","0.2","0.003","9","7"
"20171006","강서구","0.016","0.021","0.3","0.005","14","7"
"20171006","한강대로","0.023","0.018","0.3","0.003","18","8"
"20171006","종로","0.032","0.015","0.4","0.003","17","8"
"20171006","중랑구","0.011","0.023","0.3","0.006","11","6"
"20171006","동작구","0.015","0.025","0.3","0.002","14","6"
"20171006","동작대로","0.031","0.014","0.4","0.003","13","6"
"20171006","송파구","0.011","0.026","0.3","0.003","10","6"
"20171006","서초구","0.011","0.023","0.3","0.005","11","6"
"20171006","금천구","0.012","0.028","0.3","0.002","8","5"
"20171006","홍릉로","0.022","0.019","0.3","0.004","16","9"
"20171006","신촌로","0.024","0.022","0.5","0.003","17","9"
"20171006","양천구","0.016","0.023","0.3","0.002","12","8"
"20171006","강동구","0.011","0.025","0.3","0.004","12","6"
"20171006","공항대로","0.02","0.02","0.3","0.004","18","9"
"20171006","광진구","0.015","0.033","0.4","0.006","9","6"
"20171006","성북구","0.017","0.02","0.4","0.002","15","9"
"20171006","정릉로","0.022","0.019","0.4","0.005","17","9"
"20171006","강변북로","0.018","0.019","0.2","0.003","13","5"
"20171006","강남대로","0.038","0.013","0.5","0.003","14","7"
"20171006","화랑로","0.026","0.011","0.4","0.003","16","8"
"20171006","도산대로","0.02","0.022","0.8","0.004","16","5"
"20171006","은평구","0.015","0.028","0.5","0.005","11","7"
"20171006","노원구","0.012","0.027","0.3","0.003","16","8"
"20171006","영등포로","0.025","0.018","0.2","0.005","16","7"
"20171005","은평구","0.017","0.029","0.5","0.005","12","7"
"20171005","금천구","0.013","0.028","0.3","0.002","10","7"
"20171005","서초구","0.013","0.021","0.3","0.005","13","7"
"20171005","영등포로","0.028","0.017","0.3","0.005","21","9"
"20171005","강북구","0.013","0.019","0.3","0.002","11","6"
"20171005","종로","0.035","0.014","0.4","0.003","18","9"
"20171005","강동구","0.014","0.024","0.3","0.003","16","7"
"20171005","도산대로","0.02","0.022","0.8","0.004","20","6"
"20171005","영등포구","0.013","0.032","0.5","0.004","16","6"
"20171005","노원구","0.017","0.024","0.3","0.003","20","10"
"20171005","양천구","0.017","0.023","0.3","0.002","14","9"
"20171005","도봉구","0.015","0.024","0.4","0.003","15","8"
"20171005","구로구","0.009","0.022","0.3","0.005","14","8"
"20171005","화랑로","0.028","0.01","0.5","0.003","20","9"
"20171005","서대문구","0.018","0.027","0.4","0.004","13","7"
"20171005","성동구","0.013","0.02","0.4","0.003","20","8"
"20171005","동작구","0.018","0.022","0.3","0.002","18","8"
"20171005","공항대로","0.023","0.019","0.3","0.004","21","10"
"20171005","동작대로","0.034","0.012","0.5","0.003","16","8"
"20171005","마포구","0.011","0.029","0.3","0.003","10","9"
"20171005","동대문구","0.014","0.018","0.3","0.004","15","7"
"20171005","강남대로","0.043","0.01","0.5","0.003","19","8"
"20171005","천호대로","0.021","0.017","0.3","0.003","21","12"
"20171005","종로구","0.017","0.026","0.3","0.003","12","7"
"20171005","용산구","0.012","0.025","0.2","0.003","10","8"
"20171005","신촌로","0.027","0.021","0.6","0.003","20","10"
"20171005","홍릉로","0.025","0.02","0.3","0.004","20","10"
"20171005","중구","0.022","0.021","0.3","0.003","15","8"
"20171005","한강대로","0.023","0.019","0.3","0.003","27","9"
"20171005","성북구","0.021","0.019","0.4","0.003","18","9"
"20171005","강서구","0.017","0.022","0.3","0.005","16","8"
"20171005","광진구","0.019","0.031","0.4","0.003","12","7"
"20171005","송파구","0.013","0.023","0.3","0.004","15","7"
"20171005","강남구","0.013","0.021","0.3","0.004","13","6"
"20171005","정릉로","0.027","0.017","0.4","0.005","21","11"
"20171005","청계천로","0.022","0.02","0.3","0.004","18","8"
"20171005","관악구","0.01","0.022","0.3","0.005","16","6"
"20171005","강변북로","0.03","0.014","0.3","0.003","18","8"
"20171005","중랑구","0.013","0.023","0.3","0.005","14","7"
"20171004","화랑로","0.023","0.017","0.4","0.003","26","9"
"20171004","정릉로","0.024","0.021","0.4","0.005","30","12"
"20171004","청계천로","0.018","0.022","0.3","0.005","24","9"
"20171004","금천구","0.015","0.026","0.3","0.003","16","9"
"20171004","천호대로","0.023","0.018","0.2","0.003","28","12"
"20171004","홍릉로","0.021","0.024","0.3","0.005","26","10"
"20171004","영등포로","0.024","0.02","0.2","0.005","31","9"
"20171004","중구","0.017","0.024","0.3","0.002","20","9"
"20171004","강변북로","0.023","0.018","0.3","0.003","26","8"
"20171004","은평구","0.015","0.027","0.5","0.005","19","8"
"20171004","성북구","0.013","0.026","0.3","0.003","26","9"
"20171004","동작구","0.016","0.023","0.3","0.003","26","9"
"20171004","광진구","0.015","0.034","0.4","0.004","17","8"
"20171004","강동구","0.011","0.027","0.3","0.004","23","7"
"20171004","종로구","0.014","0.027","0.3","0.003","18","8"
"20171004","성동구","0.01","0.024","0.4","0.003","26","8"
"20171004","동작대로","0.034","0.014","0.5","0.003","24","9"
"20171004","강서구","0.014","0.023","0.3","0.005","27","10"
"20171004","한강대로","0.024","0.018","0.3","0.004","29","9"
"20171004","송파구","0.01","0.028","0.3","0.003","20","8"
"20171004","노원구","0.008","0.032","0.3","0.003","25","10"
"20171004","관악구","0.011","0.02","0.3","0.005","21","7"
"20171004","구로구","0.01","0.02","0.3","0.005","23","9"
"20171004","종로","0.021","0.02","0.3","0.003","21","9"
"20171004","마포구","0.012","0.027","0.3","0.003","16","10"
"20171004","공항대로","0.025","0.018","0.3","0.004","30","12"
"20171004","강남대로","0.042","0.013","0.4","0.003","27","9"
"20171004","신촌로","0.03","0.017","0.5","0.005","31","11"
"20171004","양천구","0.013","0.024","0.3","0.002","22","11"
"20171004","서대문구","0.019","0.023","0.4","0.005","21","10"
"20171004","강북구","0.008","0.023","0.2","0.002","16","6"
"20171004","용산구","0.012","0.024","0.2","0.003","16","9"
"20171004","강남구","0.012","0.023","0.3","0.004","19","8"
"20171004","동대문구","0.013","0.02","0.3","0.004","23","8"
"20171004","중랑구","0.011","0.025","0.3","0.006","20","8"
"20171004","도봉구","0.01","0.028","0.3","0.004","22","8"
"20171004","도산대로","0.02","0.023","0.7","0.004","33","11"
"20171004","서초구","0.015","0.02","0.4","0.005","21","8"
"20171004","영등포구","0.015","0.029","0.4","0.005","27","8"
"20171003","노원구","0.008","0.033","0.3","0.003","39","13"
"20171003","관악구","0.009","0.023","0.3","0.005","32","10"
"20171003","중구","0.015","0.026","0.4","0.003","33","12"
"20171003","신촌로","0.031","0.017","0.7","0.004","50","13"
"20171003","홍릉로","0.02","0.024","0.3","0.005","39","14"
"20171003","양천구","0.013","0.026","0.3","0.003","31","14"
"20171003","용산구","0.017","0.02","0.3","0.003","30","12"
"20171003","중랑구","0.011","0.026","0.3","0.006","33","10"
"20171003","성북구","0.012","0.027","0.3","0.003","43","12"
"20171003","송파구","0.013","0.025","0.3","0.004","33","11"
"20171003","공항대로","0.018","0.024","0.3","0.004","43","13"
"20171003","청계천로","0.017","0.023","0.3","0.005","39","12"
"20171003","화랑로","0.02","0.02","0.4","0.003","43","12"
"20171003","도봉구","0.009","0.03","0.4","0.002","35","10"
"20171003","광진구","0.016","0.034","0.4","0.003","31","11"
"20171003","영등포로","0.021","0.021","0.2","0.005","46","10"
"20171003","강남대로","0.037","0.014","0.5","0.003","46","11"
"20171003","강남구","0.014","0.022","0.3","0.005","33","11"
"20171003","구로구","0.009","0.022","0.3","0.005","37","12"
"20171003","금천구","0.014","0.027","0.3","0.003","24","11"
"20171003","동대문구","0.013","0.02","0.3","0.004","37","10"
"20171003","서초구","0.013","0.023","0.4","0.005","38","9"
"20171003","강동구","0.012","0.027","0.3","0.004","40","10"
"20171003","천호대로","0.024","0.017","0.3","0.003","42","14"
"20171003","종로구","0.013","0.028","0.3","0.003","27","12"
"20171003","영등포구","0.014","0.033","0.4","0.005","44","9"
"20171003","강북구","0.008","0.026","0.2","0.002","30","9"
"20171003","강서구","0.011","0.026","0.3","0.005","41","11"
"20171003","서대문구","0.018","0.026","0.4","0.005","36","12"
"20171003","마포구","0.011","0.029","0.4","0.004","29","14"
"20171003","성동구","0.013","0.021","0.4","0.004","42","12"
"20171003","동작대로","0.032","0.014","0.5","0.003","38","10"
"20171003","한강대로","0.023","0.02","0.4","0.004","49","12"
"20171003","은평구","0.013","0.031","0.5","0.005","33","11"
"20171003","강변북로","0.028","0.016","0.4","0.003","46","11"
"20171003","정릉로","0.021","0.022","0.4","0.005","46","16"
"20171003","동작구","0.014","0.027","0.3","0.004","41","11"
"20171003","종로","0.015","0.024","0.3","0.003","31","11"
"20171003","도산대로","0.022","0.022","0.7","0.005","53","15"
"20171002","용산구","0.015","0.026","0.3","0.003","17","12"
"20171002","양천구","0.019","0.027","0.4","0.003","19","12"
"20171002","성동구","0.013","0.025","0.4","0.004","21","10"
"20171002","공항대로","0.036","0.018","0.4","0.005","39","17"
"20171002","구로구","0.013","0.023","0.4","0.005","22","11"
"20171002","강서구","0.017","0.026","0.3","0.006","24","12"
"20171002","강변북로","0.023","0.023","0.3","0.003","22","10"
"20171002","중구","0.018","0.033","0.3","0.003","18","10"
"20171002","동대문구","0.017","0.019","0.3","0.004","20","10"
"20171002","서대문구","0.019","0.031","0.4","0.005","19","12"
"20171002","성북구","0.017","0.028","0.4","0.003","23","12"
"20171002","동작대로","0.044","0.014","0.6","0.003","25","11"
"20171002","종로구","0.017","0.032","0.4","0.003","16","11"
"20171002","도봉구","0.013","0.031","0.4","0.003","20","10"
"20171002","동작구","0.019","0.029","0.3","0.003","22","10"
"20171002","영등포로","0.031","0.02","0.3","0.005","29","12"
"20171002","강남대로","0.051","0.014","0.6","0.003","24","10"
"20171002","천호대로","0.032","0.017","0.4","0.003","25","13"
"20171002","강북구","0.01","0.029","0.2","0.002","15","8"
"20171002","영등포구","0.022","0.031","0.6","0.005","27","10"
"20171002","은평구","0.016","0.036","0.6","0.005","18","11"
"20171002","관악구","0.014","0.024","0.3","0.005","19","9"
"20171002","강동구","0.016","0.027","0.4","0.004","20","9"
"20171002","마포구","0.014","0.033","0.4","0.003","18","13"
"20171002","홍릉로","0.032","0.019","0.4","0.005","27","14"
"20171002","노원구","0.013","0.033","0.3","0.003","24","13"
"20171002","강남구","0.017","0.024","0.3","0.005","16","9"
"20171002","금천구","0.018","0.031","0.4","0.003","14","9"
"20171002","화랑로","0.034","0.014","0.5","0.003","25","11"
"20171002","송파구","0.015","0.029","0.4","0.004","15","9"
"20171002","정릉로","0.03","0.02","0.5","0.005","30","15"
"20171002","신촌로","0.037","0.019","0.8","0.004","33","15"
"20171002","광진구","0.021","0.036","0.5","0.004","14","9"
"20171002","서초구","0.016","0.026","0.4","0.005","21","10"
"20171002","종로","0.026","0.023","0.4","0.004","21","12"
"20171002","중랑구","0.016","0.026","0.4","0.006","17","9"
"20171002","청계천로","0.023","0.024","0.4","0.005","25","12"
"20171002","도산대로","0.028","0.023","0.8","0.004","29","8"
"20171002","한강대로","0.029","0.024","0.4","0.004","29","11"
"20171001","노원구","0.028","0.021","0.5","0.003","36","24"
"20171001","강서구","0.036","0.017","0.5","0.006","36","22"
"20171001","도봉구","0.025","0.021","0.6","0.003","31","18"
"20171001","성북구","0.03","0.018","0.6","0.003","41","24"
"20171001","영등포로","0.045","0.01","0.4","0.006","47","19"
"20171001","광진구","0.032","0.027","0.7","0.003","28","20"
"20171001","도산대로","0.034","0.016","1","0.005","42","9"
"20171001","관악구","0.025","0.015","0.5","0.005","29","17"
"20171001","구로구","0.024","0.014","0.5","0.006","33","21"
"20171001","강북구","0.022","0.017","0.4","0.003","29","20"
"20171001","동대문구","0.029","0.012","0.4","0.005","35","19"
"20171001","마포구","0.029","0.02","0.6","0.004","30","23"
"20171001","홍릉로","0.038","0.014","0.5","0.005","39","23"
"20171001","화랑로","0.036","0.009","0.6","0.003","39","19"
"20171001","송파구","0.025","0.013","0.6","0.004","29","17"
"20171001","한강대로","0.042","0.011","0.5","0.005","44","21"
"20171001","중랑구","0.021","0.02","0.4","0.006","28","17"
"20171001","은평구","0.024","0.033","0.6","0.006","27","17"
"20171001","공항대로","0.042","0.012","0.5","0.005","49","29"
"20171001","양천구","0.036","0.015","0.5","0.003","33","26"
"20171001","금천구","0.028","0.02","0.5","0.003","22","18"
"20171001","중구","0.04","0.015","0.6","0.003","35","23"
"20171001","서대문구","0.024","0.024","0.5","0.005","30","20"
"20171001","천호대로","0.034","0.011","0.5","0.003","42","21"
"20171001","종로구","0.034","0.019","0.5","0.003","30","22"
"20171001","강남대로","0.053","0.009","0.6","0.004","38","19"
"20171001","성동구","0.022","0.013","0.6","0.004","34","19"
"20171001","서초구","0.027","0.016","0.5","0.005","32","17"
"20171001","강동구","0.025","0.017","0.5","0.004","32","17"
"20171001","신촌로","0.042","0.015","0.8","0.005","44","22"
"20171001","종로","0.048","0.01","0.6","0.004","39","23"
"20171001","동작구","0.029","0.021","0.4","0.003","36","21"
"20171001","강변북로","0.034","0.015","0.5","0.003","39","19"
"20171001","동작대로","0.048","0.01","0.7","0.003","35","19"
"20171001","강남구","0.026","0.014","0.4","0.005","35","24"
"20171001","영등포구","0.03","0.025","0.7","0.005","37","18"
"20171001","청계천로","0.037","0.014","0.5","0.005","39","25"
"20171001","용산구","0.026","0.015","0.4","0.003","29","22"
"20171001","정릉로","0.031","0.014","0.6","0.005","43","25"
"20170930","화랑로","0.045","0.008","0.7","0.004","43","18"
"20170930","동작대로","0.052","0.017","0.7","0.004","39","19"
"20170930","마포구","0.029","0.034","0.5","0.005","29","19"
"20170930","동대문구","0.035","0.017","0.4","0.006","38","17"
"20170930","금천구","0.025","0.038","0.4","0.005","25","17"
"20170930","한강대로","0.053","0.016","0.5","0.006","51","19"
"20170930","천호대로","0.049","0.014","0.5","0.004","47","19"
"20170930","성동구","0.033","0.017","0.6","0.004","43","18"
"20170930","정릉로","0.048","0.013","0.7","0.006","49","26"
"20170930","청계천로","0.051","0.014","0.6","0.007","43","23"
"20170930","종로구","0.041","0.023","0.6","0.005","30","19"
"20170930","홍릉로","0.051","0.018","0.5","0.006","43","24"
"20170930","광진구","0.046","0.027","0.7","0.004","30","18"
"20170930","관악구","0.02","0.031","0.4","0.007","32","15"
"20170930","송파구","0.029","0.027","0.5","0.005","33","16"
"20170930","공항대로","0.044","0.022","0.4","0.006","52","26"
"20170930","강남대로","0.063","0.014","0.7","0.005","44","19"
"20170930","노원구","0.039","0.019","0.5","0.004","37","19"
"20170930","강서구","0.031","0.027","0.5","0.007","41","20"
"20170930","서초구","0.026","0.028","0.5","0.006","34","15"
"20170930","강북구","0.032","0.019","0.5","0.004","31","17"
"20170930","영등포구","0.027","0.041","0.7","0.007","42","16"
"20170930","신촌로","0.057","0.016","1.1","0.007","53","23"
"20170930","강남구","0.03","0.023","0.4","0.006","31","17"
"20170930","중구","0.041","0.024","0.5","0.005","33","19"
"20170930","성북구","0.04","0.018","0.6","0.005","43","21"
"20170930","종로","0.052","0.015","0.6","0.006","39","19"
"20170930","도봉구","0.035","0.018","0.6","0.005","34","17"
"20170930","양천구","0.03","0.03","0.5","0.005","32","21"
"20170930","영등포로","0.056","0.015","0.5","0.007","50","20"
"20170930","중랑구","0.031","0.025","0.5","0.007","34","17"
"20170930","강동구","0.039","0.021","0.5","0.005","41","17"
"20170930","도산대로","0.043","0.019","1","0.006","53","10"
"20170930","강변북로","0.054","0.01","0.6","0.004","47","19"
"20170930","용산구","0.031","0.022","0.3","0.004","25","16"
"20170930","서대문구","0.026","0.029","0.5","0.006","35","20"
"20170930","구로구","0.019","0.028","0.5","0.007","34","19"
"20170930","동작구","0.023","0.037","0.4","0.005","37","17"
"20170930","은평구","0.036","0.027","0.7","0.007","30","18"
"20170929","구로구","0.016","0.021","0.4","0.006","22","9"
"20170929","강서구","0.026","0.023","0.3","0.006","25","9"
"20170929","마포구","0.024","0.027","0.4","0.004","16","11"
"20170929","종로","0.039","0.018","0.4","0.004","24","10"
"20170929","서초구","0.021","0.023","0.4","0.005","22","7"
"20170929","강변북로","0.043","0.013","0.5","0.004","30","10"
"20170929","서대문구","0.023","0.027","0.4","0.006","21","9"
"20170929","천호대로","0.038","0.016","0.3","0.004","31","12"
"20170929","노원구","0.028","0.025","0.4","0.003","25","10"
"20170929","동대문구","0.025","0.022","0.4","0.005","24","8"
"20170929","강남구","0.023","0.023","0.3","0.005","20","8"
"20170929","양천구","0.026","0.022","0.4","0.004","18","12"
"20170929","영등포구","0.025","0.029","0.5","0.006","26","8"
"20170929","은평구","0.028","0.027","0.5","0.006","19","8"
"20170929","홍릉로","0.041","0.018","0.4","0.005","29","12"
"20170929","동작구","0.02","0.029","0.3","0.004","26","9"
"20170929","성동구","0.025","0.018","0.5","0.004","28","9"
"20170929","정릉로","0.046","0.013","0.6","0.006","35","13"
"20170929","청계천로","0.037","0.018","0.5","0.006","26","10"
"20170929","도봉구","0.022","0.026","0.4","0.005","22","8"
"20170929","중랑구","0.028","0.022","0.4","0.006","22","9"
"20170929","공항대로","0.046","0.016","0.4","0.006","45","14"
"20170929","한강대로","0.044","0.015","0.4","0.005","35","9"
"20170929","강북구","0.02","0.024","0.3","0.003","17","6"
"20170929","용산구","0.024","0.022","0.3","0.004","16","9"
"20170929","성북구","0.029","0.022","0.4","0.004","26","9"
"20170929","광진구","0.033","0.028","0.5","0.005","18","9"
"20170929","송파구","0.024","0.025","0.4","0.005","23","8"
"20170929","종로구","0.027","0.026","0.4","0.004","18","9"
"20170929","관악구","0.018","0.021","0.3","0.006","21","7"
"20170929","화랑로","0.035","0.012","0.6","0.004","28","10"
"20170929","강남대로","0.057","0.012","0.6","0.004","29","9"
"20170929","동작대로","0.046","0.014","0.6","0.004","26","11"
"20170929","도산대로","0.035","0.02","0.8","0.006","31","7"
"20170929","중구","0.03","0.023","0.4","0.004","20","9"
"20170929","신촌로","0.054","0.013","0.9","0.008","37","12"
"20170929","금천구","0.025","0.026","0.4","0.004","15","9"
"20170929","강동구","0.029","0.022","0.4","0.004","26","9"
"20170929","영등포로","0.05","0.012","0.4","0.006","31","9"
"20170928","중구","0.019","0.029","0.4","0.003","20","8"
"20170928","양천구","0.017","0.028","0.3","0.003","19","10"
"20170928","영등포로","0.033","0.013","0.3","0.006","31","8"
"20170928","청계천로","0.025","0.024","0.4","0.006","29","10"
"20170928","강북구","0.011","0.028","0.3","0.003","17","6"
"20170928","공항대로","0.038","0.019","0.4","0.005","45","14"
"20170928","동작대로","0.045","0.013","0.6","0.003","30","9"
"20170928","마포구","0.016","0.029","0.4","0.003","15","9"
"20170928","도봉구","0.012","0.032","0.3","0.002","23","8"
"20170928","한강대로","0.031","0.02","0.4","0.004","34","9"
"20170928","노원구","0.013","0.038","0.3","0.002","24","8"
"20170928","구로구","0.012","0.023","0.4","0.006","23","9"
"20170928","은평구","0.017","0.033","0.5","0.006","21","8"
"20170928","중랑구","0.015","0.028","0.3","0.006","22","8"
"20170928","강남구","0.019","0.022","0.3","0.005","20","8"
"20170928","영등포구","0.021","0.032","0.4","0.006","33","10"
"20170928","금천구","0.02","0.028","0.3","0.003","16","8"
"20170928","강변북로","0.035","0.017","0.4","0.003","30","9"
"20170928","천호대로","0.029","0.02","0.3","0.004","30","11"
"20170928","종로구","0.019","0.029","0.4","0.003","19","9"
"20170928","강서구","0.015","0.028","0.3","0.005","30","10"
"20170928","성동구","0.016","0.026","0.5","0.004","30","9"
"20170928","동작구","0.019","0.028","0.3","0.004","29","8"
"20170928","화랑로","0.028","0.019","0.6","0.004","27","10"
"20170928","강남대로","0.064","0.011","0.7","0.004","33","10"
"20170928","송파구","0.016","0.03","0.3","0.004","22","7"
"20170928","홍릉로","0.031","0.021","0.4","0.005","28","12"
"20170928","강동구","0.016","0.029","0.4","0.004","25","6"
